iter	RMSE
253	0.001551224609
254	0.001544875962
255	0.001541903606
256	0.001536750487
257	0.00152971136
258	0.001526162154
259	0.001518755103
260	0.001514336902
261	0.001511004668
262	0.00150545645
263	0.001502029494
264	0.001497224154
265	0.001490806975
266	0.001484360991
267	0.00148110232
268	0.001475060966
269	0.001471794105
270	0.001468630655
271	0.001465260194
272	0.001459714207
273	0.001454469942
274	0.001450021779
275	0.001445476569
276	0.001441404507
277	0.001435092597
278	0.001432516847
279	0.001428848787
280	0.001424046619
281	0.001418137559
282	0.001413182612
283	0.001407233467
284	0.001403035255
285	0.001396991726
286	0.001392254451
287	0.00138829359
288	0.001383952492
289	0.00137923482
290	0.001375505545
291	0.001371902046
292	0.00136870568
293	0.001361444469
294	0.001358921271
295	0.001354612073
296	0.001351688266
297	0.001344967786
298	0.001341146882
299	0.001336336103
300	0.001332718352
301	0.001329018359
302	0.001326522032
303	0.001322005874
304	0.001317885246
305	0.001315247932
306	0.001309617057
307	0.001305307551
308	0.001300253301
309	0.001296794932
310	0.001293593858
311	0.001288477977
312	0.001285952473
313	0.001281479543
314	0.00127835009
315	0.001274548699
316	0.001271772155
317	0.001269424224
318	0.001265728411
319	0.00126180622
320	0.001257432087
321	0.001252890113
322	0.001248346318
323	0.00124329198
324	0.001241086055
325	0.001237218909
326	0.001233340287
327	0.001230439483
328	0.001226129408
329	0.001221138199
330	0.001217205674
331	0.001213841132
332	0.001211616198
333	0.001207903202
334	0.001204251842
335	0.001201951794
336	0.001198384919
337	0.001195556868
338	0.001191900691
339	0.001187074937
340	0.001183079
341	0.001181596183
342	0.001179492739
343	0.001177195851
344	0.001173873931
345	0.001171498586
346	0.001168727555
347	0.001165076127
348	0.00116158081
349	0.001159087418
350	0.001154707964
351	0.001151059189
352	0.001148475723
353	0.001145069387
354	0.001142084411
355	0.001139498503
356	0.001137243649
357	0.001133717397
358	0.001130701957
359	0.001127578842
360	0.001124979729
361	0.00112307031
362	0.001119531691
363	0.00111634024
364	0.001113269384
365	0.001111220872
366	0.00110894556
367	0.001106359656
368	0.001104186968
369	0.001103037068
370	0.001098697658
371	0.001096791455
372	0.001092850788
373	0.001090614314
374	0.001088163233
375	0.001085172472
376	0.001082255161
377	0.001080024333
378	0.001077077564
379	0.001074739003
380	0.001070864447
381	0.001065897675
382	0.001062859339
383	0.001061897558
384	0.001059233929
385	0.001055798785
386	0.001052795492
387	0.001048947336
388	0.0010465419
389	0.00104400663
390	0.001041607391
391	0.001038114511
392	0.001035095911
393	0.001032213765
394	0.001029930089
395	0.001027033922
396	0.001024749128
397	0.001021145061
398	0.001017160027
399	0.001015216305
400	0.001012047532
401	0.001009877037
402	0.001007395747
403	0.001005309434
404	0.001003519708
405	0.001001239895
406	0.0009982709715
407	0.0009954132466
408	0.0009929227719
409	0.0009907131446
410	0.0009874731009
411	0.0009843029437
412	0.0009824458351
413	0.0009786849658
414	0.0009767998538
415	0.0009745757488
416	0.000971353874
417	0.0009693303127
418	0.0009667326906
419	0.0009645781648
420	0.0009621556263
421	0.0009593509552
422	0.0009565938547
423	0.0009546407127
424	0.0009530806795
425	0.0009512772648
426	0.0009486932439
427	0.00094731963
428	0.0009434520291
429	0.000941947461
430	0.0009403779588
431	0.0009384757001
432	0.0009361420122
433	0.0009343774577
434	0.0009317133139
435	0.0009295047517
436	0.0009272510597
437	0.0009247089908
438	0.000922496546
439	0.0009213675117
440	0.0009193545226
441	0.000917305426
442	0.0009158275833
443	0.0009149465536
444	0.000912717213
445	0.0009104179702
446	0.0009085204196
447	0.0009070741628
448	0.0009045449877
449	0.0009020690907
450	0.000899449607
451	0.0008978101143
452	0.0008960653112
453	0.0008932891797
454	0.0008908460274
455	0.0008887554962
456	0.0008859945226
457	0.0008833675256
458	0.0008805656429
459	0.0008788282055
460	0.0008767664862
461	0.000874207557
462	0.0008725196777
463	0.0008704351057
464	0.0008688347033
465	0.0008673665829
466	0.0008659950857
467	0.00086356221
468	0.0008620131173
469	0.0008598982949
470	0.0008579169081
471	0.0008558920522
472	0.0008542620474
473	0.0008532068841
474	0.0008516867394
475	0.0008508360255
476	0.0008484736609
477	0.0008461524484
478	0.0008434917206
479	0.0008409906106
480	0.0008394191304
481	0.0008373562151
482	0.0008359179354
483	0.0008344980398
484	0.0008316926685
485	0.0008297945428
486	0.0008275263231
487	0.0008258157086
488	0.0008239432252
489	0.0008226065701
490	0.0008207040901
491	0.0008191595616
492	0.0008175312313
493	0.0008161321261
494	0.0008140721585
495	0.0008119706125
496	0.000810878522
497	0.0008086614654
498	0.0008073933349
499	0.0008053393297
500	0.0008039283617
501	0.0008015252884
502	0.0007997370229
503	0.0007977869186
504	0.0007963107086
505	0.0007948600139
506	0.0007931019478
507	0.0007919212596
508	0.000790233203
509	0.0007885598861
510	0.000786108129
511	0.0007848272913
512	0.0007837877851
513	0.0007822987337
514	0.0007811556335
515	0.0007791849179
516	0.0007768567317
517	0.0007761356298
518	0.0007745316305
519	0.000773328326
520	0.0007717579485
521	0.0007703976226
522	0.0007686671199
523	0.00076758914
524	0.0007659841628
525	0.0007652319092
526	0.0007646498758
527	0.0007636838258
528	0.0007624144351
529	0.0007614035003
530	0.0007603708337
531	0.0007588918506
532	0.0007569210396
533	0.0007556430282
534	0.0007538798694
535	0.0007519704122
536	0.0007506417488
537	0.0007486483967
538	0.0007466562132
539	0.0007445456621
540	0.0007436001737
541	0.0007422785492
542	0.0007408227112
543	0.0007395095686
544	0.0007381552531
545	0.0007361653429
546	0.0007351770508
547	0.0007335958525
548	0.0007317793182
549	0.0007303118003
550	0.0007287174233
551	0.0007269400915
552	0.0007248634073
553	0.0007236025148
554	0.0007225845832
555	0.0007210030209
556	0.0007197761268
557	0.0007183339508
558	0.0007171783332
559	0.0007161826954
560	0.0007156180841
561	0.0007144594226
562	0.0007134710829
563	0.0007124045717
564	0.0007106395092
565	0.0007100860647
566	0.0007086468484
567	0.0007065921723
568	0.0007060569775
569	0.0007052000675
570	0.000703915035
571	0.0007021630921
572	0.0007013450222
573	0.000699484523
574	0.0006976676568
575	0.000696140004
576	0.0006949341012
577	0.0006931090045
578	0.0006915818909
579	0.0006907887184
580	0.0006895641943
581	0.0006879671632
582	0.0006871880344
583	0.0006858952139
584	0.0006848313621
585	0.0006838916956
586	0.0006822896965
587	0.0006813949412
588	0.0006798532552
589	0.0006788502403
590	0.0006781540924
591	0.0006767973444
592	0.000675444409
593	0.000674690831
594	0.0006732075106
595	0.0006718946656
596	0.0006705203354
597	0.0006691703809
598	0.0006679112844
599	0.0006667604996
600	0.0006658012062
601	0.0006649307646
602	0.0006636033745
603	0.0006613764125
604	0.0006605939618
605	0.0006588835481
606	0.0006570706995
607	0.0006561637675
608	0.000655295819
609	0.0006542308392
610	0.0006528670519
611	0.0006519390368
612	0.0006512403954
613	0.0006505978942
614	0.0006494441654
615	0.0006482819388
616	0.0006475123671
617	0.0006464639213
618	0.0006451774239
619	0.0006444075263
620	0.0006427334342
621	0.0006410453909
622	0.0006396332966
623	0.0006387760495
624	0.0006375907749
625	0.000636730337
626	0.0006350601978
627	0.000633667988
628	0.000632588542
629	0.0006319599218
630	0.0006311564288
631	0.0006299013762
632	0.0006288963781
633	0.000628140532
634	0.0006270269638
635	0.0006264513398
636	0.0006257287857
637	0.0006250456194
638	0.0006236904019
639	0.0006224391657
640	0.000621061915
641	0.0006198705687
642	0.0006187144096
643	0.0006177755973
644	0.0006168565116
645	0.0006154833497
646	0.0006143455238
647	0.0006130538855
648	0.000612280635
649	0.0006112364213
650	0.0006100959326
651	0.0006088473753
652	0.0006085313699
653	0.0006075217771
654	0.0006063824118
655	0.0006057345929
656	0.0006051272711
657	0.0006042687944
658	0.0006031145925
659	0.0006022642887
660	0.0006017780575
661	0.0006010267322
662	0.0005994960555
663	0.0005986755104
664	0.0005972524899
665	0.0005964194075
666	0.0005960187206
667	0.0005950783075
668	0.0005933515985
669	0.0005926646324
670	0.0005915052394
671	0.0005903227662
672	0.0005893788501
673	0.0005881780832
674	0.0005878302026
675	0.0005873620635
676	0.000586550949
677	0.0005857770579
678	0.0005848401497
679	0.0005833654598
680	0.0005825592055
681	0.0005816390421
682	0.0005809901441
683	0.0005798526725
684	0.0005791515563
685	0.0005784051916
686	0.0005777613359
687	0.0005767928325
688	0.0005764418117
689	0.0005759567035
690	0.0005755234224
691	0.0005747752761
692	0.0005741905164
693	0.000573129238
694	0.0005726322578
695	0.0005719523828
696	0.0005714268538
697	0.0005707494568
698	0.0005699530792
699	0.0005692047787
700	0.0005682911194
701	0.0005674057719
702	0.0005666354481
703	0.000565631468
704	0.0005649920658
705	0.0005640291515
706	0.0005626554566
707	0.0005615361512
708	0.0005609018082
709	0.0005603171327
710	0.0005595829599
711	0.0005593454599
712	0.0005580261791
713	0.0005574522245
714	0.0005567073573
715	0.0005557165947
716	0.000554507002
717	0.0005537707003
718	0.0005531384361
719	0.0005521201583
720	0.000551383996
721	0.0005509632605
722	0.0005505014534
723	0.0005494005241
724	0.0005487550296
725	0.0005471589991
726	0.0005461805554
727	0.0005454282143
728	0.0005446570988
729	0.0005441038493
730	0.0005431282536
731	0.0005424707182
732	0.0005415564438
733	0.0005404821686
734	0.0005401846592
735	0.0005389656068
736	0.0005376348913
737	0.0005371655601
738	0.0005361622595
739	0.0005352018523
740	0.0005342658339
741	0.0005331139054
742	0.0005326631951
743	0.0005322203931
744	0.0005312421756
745	0.000530532268
746	0.0005298865897
747	0.0005293567198
748	0.00052815698
749	0.0005274347657
750	0.000527009043
751	0.0005263404729
752	0.0005254485547
753	0.0005251037799
754	0.0005239254605
755	0.000522808505
756	0.000521886075
757	0.0005210273156
758	0.000520073378
759	0.0005194699873
760	0.0005184365011
761	0.0005181558508
762	0.0005177150964
763	0.0005169446537
764	0.0005163496603
765	0.0005157884127
766	0.0005149989376
767	0.0005141730405
768	0.0005133485055
769	0.0005130737432
770	0.0005125133558
771	0.0005120294912
772	0.0005108284904
773	0.0005101006309
774	0.0005097473365
775	0.0005090249241
776	0.0005081302243
777	0.00050749058
778	0.0005067490535
779	0.0005062486442
780	0.0005052565518
781	0.0005047316989
782	0.0005042349138
783	0.0005034796517
784	0.0005026462134
785	0.0005018250342
786	0.000501265311
787	0.000500475912
788	0.0004999162229
789	0.0004993674129
790	0.0004988455123
791	0.0004982454118
792	0.0004973031266
793	0.0004963936217
794	0.0004959030461
795	0.0004953257198
796	0.0004948077397
797	0.0004939884719
798	0.0004936044691
799	0.0004929805748
800	0.0004925613685
801	0.0004919428118
802	0.0004912766472
803	0.0004904827406
804	0.0004899137411
805	0.000488952593
806	0.0004882580701
807	0.0004878377398
808	0.0004872735793
809	0.0004863739347
810	0.0004857910706
811	0.0004851177935
812	0.0004845082028
813	0.0004839395314
814	0.0004835440359
815	0.0004826445582
816	0.0004821921979
817	0.000481448032
818	0.0004807116664
819	0.0004802693924
820	0.0004797918927
821	0.0004795323415
822	0.0004791488946
823	0.0004787632009
824	0.0004779263886
825	0.0004770542694
826	0.0004762790148
827	0.0004759461127
828	0.0004751483529
829	0.0004744973361
830	0.000473700829
831	0.0004727731554
832	0.0004722933557
833	0.0004715034346
834	0.0004708706547
835	0.0004705205955
836	0.0004700909836
837	0.0004696218315
838	0.0004691847542
839	0.000468135696
840	0.0004674728578
841	0.000467103978
842	0.0004665149844
843	0.000465686569
844	0.0004651674001
845	0.0004646847115
846	0.0004641432761
847	0.0004635677356
848	0.0004632108056
849	0.0004621463009
850	0.0004617646503
851	0.0004610131525
852	0.0004606554562
853	0.0004599985852
854	0.0004594675322
855	0.0004587530226
856	0.0004584012503
857	0.0004579746062
858	0.0004573400695
859	0.0004563686142
860	0.0004561081808
861	0.0004556052122
862	0.0004549093789
863	0.0004542583689
864	0.0004536849254
865	0.0004532693928
866	0.0004525706111
867	0.0004520215441
868	0.0004515545092
869	0.0004508844923
870	0.0004504883646
871	0.000449874745
872	0.0004489245888
873	0.0004484213366
874	0.0004477222617
875	0.0004473264213
876	0.0004465821065
877	0.0004461331501
878	0.0004459041697
879	0.0004453841306
880	0.0004446620594
881	0.0004444004472
882	0.0004439766297
883	0.000443336878
884	0.0004429496423
885	0.0004426038798
886	0.0004423300503
887	0.0004415939826
888	0.0004409573745
889	0.0004407769793
890	0.0004402078007
891	0.0004397937854
892	0.0004391498252
893	0.0004388294696
894	0.0004384491396
895	0.0004376964537
896	0.000437373073
897	0.0004368093365
898	0.0004361425691
899	0.0004355328351
900	0.0004350828616
901	0.0004345044822
902	0.0004336563305
903	0.0004330622022
904	0.000432481884
905	0.0004321025188
906	0.0004317736819
907	0.0004316118998
908	0.0004311073227
909	0.000430533989
910	0.0004300587411
911	0.0004297757457
912	0.0004294277383
913	0.0004289584814
914	0.0004288015243
915	0.0004285476032
916	0.0004279148389
917	0.0004274429833
918	0.0004263967535
919	0.0004258590365
920	0.0004253874876
921	0.0004251454503
922	0.0004245551623
923	0.0004240958656
924	0.0004238025754
925	0.0004233156895
926	0.0004226390406
927	0.0004224043826
928	0.0004219980827
929	0.0004215842595
930	0.0004211092366
931	0.0004200622669
932	0.0004195453557
933	0.0004193356715
934	0.0004188224914
935	0.0004182365488
936	0.0004176299976
937	0.0004171488236
938	0.0004169289764
939	0.0004166218566
940	0.0004159798049
941	0.0004155984158
942	0.0004152574866
943	0.0004144394502
944	0.0004142267586
945	0.0004135640758
946	0.0004130841133
947	0.0004122182728
948	0.0004113160493
949	0.0004109974398
950	0.0004102124379
951	0.0004098798591
952	0.0004091100948
953	0.0004084837878
954	0.0004082965859
955	0.0004081346332
956	0.0004079491686
957	0.0004076093074
958	0.0004071831108
959	0.0004069721957
960	0.0004061204908
961	0.0004057429184
962	0.0004051199128
963	0.0004048395509
964	0.0004042637927
965	0.0004036531189
966	0.0004032089931
967	0.0004025250973
968	0.0004022210179
969	0.0004017517949
970	0.0004014084912
971	0.0004012029517
972	0.0004010668647
973	0.0004009202843
974	0.0004007250533
975	0.0004002442804
976	0.0003999547278
977	0.0003996536653
978	0.0003994580237
979	0.0003992093756
980	0.0003989082097
981	0.0003986739083
982	0.0003984025931
983	0.0003982152077
984	0.0003978753629
985	0.000397560767
986	0.0003968139201
987	0.000396250664
988	0.0003957328972
989	0.0003956056685
990	0.0003953112593
991	0.0003949631632
992	0.0003945337561
993	0.0003938980703
994	0.0003935994469
995	0.0003929311077
996	0.0003927535454
997	0.0003923555144
998	0.0003914978684
999	0.0003908297737
